text,label
"@Mug2155 @hwendec Whe was the last time you had a peaceful demo and was it sanctioned by the @PoliceZimbabwe. What mechanisms had been made for social distancing, masks and screening to avoid a pandemic catastrophe.",Non-conspiratorial
"Absolute idiots, if you are in attendance you should be ashamed of yourself if not adhering to social distancing and public health advice, undermines all the hard work and effort we have all been doing over the last few months
",Non-conspiratorial
"Shoutout to all the Xavierites following our Heath and safety protocols during community service!

Dont forget to wear your mask properly. Utilize our sanitization stations/Remember to social distance!  Encourage each other to keep XULA a safe place! 

#xulastrong
#MaskUpXULA ",Non-conspiratorial
@HSELive Can you provide scientific proof that social distancing in an outdoor setting has saved lives? What a joke,conspiratorial
"@explorebuxton Hi, our staff may ask but we are not able to police the public. Our staff may not be walking through the trains to assist with maintaining social distancing. BTP and travel safe officers are patrolling the network and will remind anyone who isn't to do so. ^SAC",Non-conspiratorial
"@Sleary2 @itsJeffTiedrich @realDonaldTrump Only in America will a person ignore the advise of experts to social distance, avoid groups, and wear a mask. AND then claim the numbers are inflated because other countries whose citizens mainly followed the advice have lower case counts, lower death counts, and less restriction",Non-conspiratorial
"@SEPTA_SOCIAL I walk everywhere now that I stopped riding SEPTA.  Most of the buses that drive by, the driver isn't wearing a mask, and neither are a lot of the passengers.",Non-conspiratorial
"Good morning.

BLACK LIVES MATTER is a message of urgency and joy.

Arrest the cops who killed Breonna Taylor.

Keep social distancing. Wear a mask when around others and wash your hands for at least 30 seconds each and every time.

I love being BLACK!

Enjoy your Saturday.",Non-conspiratorial
@SkySports This is an absolute disgrace.  Now we can all see why Spain is seeing a resurgence of it . Not a damn given about social distancing or masks clearly there.,Non-conspiratorial
"@DavidWatts__ @DavidBrodyCBN @realDonaldTrump He doesnt even quote her correctly.
Dr Birx said, Well, certainly, I have gone into Starbucks. So, if its safe FOR ME to go into Starbucks in the middle of Texas &amp; Alabama &amp; Mississippi...
Her point is that social distancing, masks, ie MITIGATION is what makes the difference",Non-conspiratorial
"Its bad enough you cant fully enforce social distancing when lining up at the gate. Understandable, kinda. But every opportunity to enforce it on your planes should be exhausted. No?@AmericanAir",Non-conspiratorial
@Argus911 I don't understand why everyone is acting surprised. We are still in a pandemic and I doubt a single person followed any social distancing guidelines. Yall are so disgusting just let it take over and wipe them out because they are so dumb ,Non-conspiratorial
"@Adamus53907848 @michaelshe @pootren @globalnews Why is it that people that social distance and wear masks when not social distancing DONT get sick?
Masks arent magical, and wearing them isnt hard to do. Get informed.",Non-conspiratorial
"@JWJepsen Hybrid! Classes &lt; 50 students are allowed to be on campus with social distancing. This of course means holding classes in a variety of spaces. The seminar room across from my office is now a classroom, for example, and we have a few outdoor classrooms around campus.",Non-conspiratorial
"@VOCMNEWS Honestly there is NO social distancing at the Pedestrian Mall at any day. During the weekends there are thousands of people walking and theres not even enough space to distance from one another. I dont think the event is the one to blame there, its like that no matter what",Non-conspiratorial
@BBCNews So it's masks and social distancing forever then!,Non-conspiratorial
"@AamAadmiParty @msisodia This person can sell liquor to a large crowd with no social distancing norms but will resist for exams with all SOP and social distancing rules. He won't succeed in his dirty politics against central govt.
#thanks4NEETandJEEinSep 
#DoNotPostponeNeetJee 
#donotpostponeNEETandJEE",Non-conspiratorial
Even drunk octopuses who want to fight practice social distancing. ,Non-conspiratorial
"@uk_rants I agree. Scrap it all, social distancing, masks, stupid one way systems in shops, cashless society and every other bloody stupid idea. Let us all go out like we used to 12 months ago.
They wont because nothing would happen and the hoax would be exposed.",conspiratorial
"getting sick of the adults complaining kids aren't social distancing at school and not wearing masks, my sister is in high school and it's literally against the rules and impossible to social distance and wear masks, and kids r getting bullied if they do, if you want to complain",Non-conspiratorial
"#INDIAunitedtoPostponeJEE_NEET
But make sure don't over crowd or our points will become void! 
Keep following social distancing while protesting! We can and we will!

#SATYAGRAH_AgainstExamInCovid ",Non-conspiratorial
"@AvantiWestCoast It seemed to already allocate me a seat, so think Im all good. Presumably the seat reservations are taking into account proper social distancing measures?",Non-conspiratorial
finally reached the point of quarantine at which i'm alarmed for a split second by characters in tv shows not social distancing but then i remember that we live in an eternal hellscape and fictional new yorkers can go to museums and concerts and we cannot anyway happy saturday,Non-conspiratorial
@realDonaldTrump You clam to support essential employees but havent supported a national mask order and social distancing which puts them and the American people at risk; you are a hypocrite and a liar,Non-conspiratorial
@j_matull Theyre not wearing mask or social distancing!,Non-conspiratorial
"Instead of people telling me to move away, I had more people thinking why Im so far away from them and then after sometime theyll remember oh yea social distancing.",Non-conspiratorial
"But, the WHO is admitting that masks and social distancing are all ways to force people to take a vaccine they don't need and, in so doing, give their bodies to WHO and CDC for ever more. 

",conspiratorial
"Am I doing anything special today?
Yes. I'm attending a #SaveThePostOffice action at the Ballard branch of the USPS. It starts at 11am. The organizers require masks and social-distancing, which is cool.",Non-conspiratorial
"Also these are rainy days there is no chance of social distancing in such circumstances. Please help us  so that we can return the favour to the country in coming time and a healthy future Please help us and don't be ignorant please .
@DrRPNishank @PMOIndia @nitin_gadkari",Non-conspiratorial
So social distancing Brunch is the future... I'm high key with it.,Non-conspiratorial
"How our brains numb us to covid-19s risks: researchers are calling for tough gov mandates to curb virus spread. Strict social distancing, enforced masks outside home &amp; stay-at-home orders as the only things that can protect us from our own faulty judgment ",Non-conspiratorial
@GAFollowers Maybe social distancing isnt that bad yall,Non-conspiratorial
"@fraseringram11 @garethicke wrong conclusion.  I am not that bothered about social distancing and I don't wear a mask.  I have always had good hygiene and washed my hands after being in public spaces, well before Covid hysteria.   No flu or cold for 10 years at least.",conspiratorial
"Rather than increasing risky behaviour, there appears to be a triple benefit of wearing a mask: it acts as a partial droplet barrier, provides a social signal to others that one is concerned about COVID, &amp; serves as an individual reminder to wash hands &amp; not touch our faces.",Non-conspiratorial
This is good for social distancing ,Non-conspiratorial
"I find it awkward when people spout things like 'hey everyody, make sure you socially distance' on social media and then post things that clearly do not show proper social distancing a few minutes later.

Goes to show how seriously they take this pandemic.

Or not.",Non-conspiratorial
"@millicanmatt @pepopowitz Id be down for that - but I take social distancing very seriously. Outdoor potty breaks are possible there, right - if not you and @pepopowitz could come to my place?",Non-conspiratorial
"I did my first big social event today, stayed away from most people, wore my mask, etc etc and I still feel like having a panic attack now that Im on my way home",Non-conspiratorial
"@egwinmbcan @Billius27 Schools will rely on masks - sort of. That is it!
Everything else is just posturing. 
There is no possible chance for social distancing if schools go back full time. 
Cleaning and washing? Without social distancing, this will never be done quickly and often enough.",Non-conspiratorial
"Be sure to fill this form out if you plan on coming to watch the invite today at Woodruff. Please have mask on and worn correctly to support the health of our players and spectators. Also, please remain in car until the players are released to assist with social distancing. ",Non-conspiratorial
Ppl not respecting social distancing and standing back a few feet are testing my patience and willingness to just quietly move away rather than verbally snap ,Non-conspiratorial
"170k+ Americans dead
5mil+ infected
Hydroxychloroquine had no data to suggest it was effective treatment. 45 pushed. It was tested on veterans. Most of them died.
Now plasma with no backing of medical community.
His shotgun approach is literally killing Americans.",Non-conspiratorial
"@realDonaldTrump ""Hydroxychloroquine is potentially harmful and no more effective than standard care in treating patients with COVID-19. We therefore recommend that hydroxychloroquine should not be used."" 

Warning: Reports on this website are based on Science.
",Non-conspiratorial
Trump is again tweeting about Hydroxychloroquine. @TwitterSupport should be marking this tweet as well.,Non-conspiratorial
"@WillisWho @SupSvcMich @StephenKing Drugs do not get approved because doctors have opinions about them.

They get approved by passing the clinical trials HCQ failed.",Non-conspiratorial
"@realDonaldTrump If Dr. Risch is convinced HCQ is safe &amp; effective, why doesn't he do what all other researchers do...setup a university clinical trial with a protocol that spells out his efficacy parameters to prove?

Going to the press to complain is really amateur behavior for a professional. ",Non-conspiratorial
@slowbikeiain Funnily enough one of many collective nouns for pigeons is a plague. Mask up.,Non-conspiratorial
"@bethsnodderly @eugenegu @realDonaldTrump @SteveFDA Medicine confuses him, but Dr. Fauci can explain how it works. It's understandably frustrating, but we all need to stay the course to get the proper results. Speed is necessary, but not at the expense of the primary objective, which is to find a reliable vaccine.
",Non-conspiratorial
Of course not! You think Loree McBride actually wants her plandemic to END?! That's why she keeps dropping germ bombs worldwide. 'A Vaccine Will Not End the Pandemic on Its Own' WHO Warns - via @shareaholic,conspiratorial
"@HasanHaiNL The mask protests in Vancouver have never gotten more than 25 people, lol. Late Night on VOCM is definitely missing some of its callers. #isthatstillathing?",Non-conspiratorial
"@KellyO @NBCNews Hard at ""work"" on saving what's left of us from coronavirus,
I see. Save yourself, Kelly, wear a mask.",Non-conspiratorial
"@cmyeaton @JHSPH_CHS to be honest with myself and others, i would never take a vaccine under this admin.  ill wait til Biden Adm approves a vaccine, NOT frump.",Non-conspiratorial
"@DrGitpaws @MollyJongFast I would go so far as to say that with his trying to meddle with the FDA, all clinical trials would concern me. A rushed to market vaccine comprised of who knows what shredded perhaps Mypillows and hydroxycloroquine and crushed up Sudafed? I will mask up and wait out the lemmings.",Non-conspiratorial
"@bigtenmn @SKihne @ArchbishopHebda if they are sneezing with the flu then they shouldn't be anywhere in public, right?  No need for a mask if you're sick at home.",Non-conspiratorial
"Think I'll mask up, try some Uncle Nearest and help celebrate a fellow Business Owner &amp; Manager at their spot's 1-Anniversary. #AtlNatives #blackownedAtlanta",Non-conspiratorial
Can Canadas Schools Reopen Safely? - The New York Times ,Non-conspiratorial
"Making Students choose between life and career
Mental stress
It is difficult to wear mask for 4 hours in all that anxiety and fear
Mental health doesn't matter?
Don't play with our lives we didn't elect you for this #INDIAunitedtoPostponeJEE_NEET",Non-conspiratorial
"It has literally been a decade since I sewed anything, and this is going to be the ugliest mask on the planet but I'm going to love it anyway. ",Non-conspiratorial
@mhdksafa Easier to wear mask than put on make-up!!,Non-conspiratorial
"10 more cases in my tiny illinois town today.  a neighbor put up a ""pritzker sucks"" sign.  everyone was giving me a dirty look at the gas station for wearing a mask.",Non-conspiratorial
"Fights with customers over mask mandate force Texas business to hire security: ""They're making a scene"" ",Non-conspiratorial
@keith_vartanian @AndrewYang Same here...I have a MATH hat and mask combo and people love the match and they ask about it ...I LOVE telling them all about @AndrewYang and #UBI and the rest of his policies...the crappy part is that most of them never heard of him...how shitty is the MSM??,Non-conspiratorial
"@SteveFDA I guess you gotta approve a vaccine by Nov 3rd bro! Good luck! You take it first though, I wait for a vaccine approved by EU.",Non-conspiratorial
employers should be paying essential workers more!!!! playing mask police and arguing with karens is not in my job description!!!!!!!,Non-conspiratorial
me realizing that i wont actually be able to take singing lessons for several years because you cl*wns wont put on a mask,Non-conspiratorial
"@BARDA 
T-Cell vaccines: Heat Biologics are working on a one shot T-Cell vaccine.
Promising preclinical data and need funding for Phase 1.

Please help save ",Non-conspiratorial
"@realDonaldTrump @SteveFDA No proven, safe and effective vaccine is going to be available in such a hurry.  Nor are the people going to be Guinea pigs.  Nobody is administering any vaccine in me or my family.",Non-conspiratorial
"He is our education minister @DrRPNishank. 
He can't wear mask himself for an hour but he expects us to wear mask for 7-8 hrs on exam day.
U r setting good example sir.

@GouravVallabh ask the government.

#INDIAunitedtoPostponeJEE_NEET ",Non-conspiratorial
"Remember when Fauci put a patent on the covid vaccine,  years back ?  A patent,  requires something  ""man made""! ",conspiratorial
@itskeyon me singing blackpink under my mask&gt;&gt;,Non-conspiratorial
@RichardGrenell @JoeBiden Because #JoeBiden is leader of mask enforcers aka #BranchCovidians &amp; his real name is #JoeKoresh,conspiratorial
@ziemsziemson @OutstandinglyA @donta_b @thehill trump threatened to withhold supplies and money and he did from Dem states. He actively put pressure on Repub states to ignore the virus. He had supplies Dem states ordered for themselves highjacked. He put pressure on Repub governors to overrule mask rules Dem mayors put in,Non-conspiratorial
"Dear Dudebros,

If youre emasculated by wearing a face mask, your issues are a lot bigger than a piece of fabric.

Signed,

Everyone Trying to Stop A Pandemic",Non-conspiratorial
"@toddeherman @QuilterKatieO @vancemurphy And the bacteria that builds up on the inside of the mask is a breeding ground for bacterial pneumonia. Which is fatal to me. So I don't wear the masks at all. And avoid businesses that mandate it.

After 6 months I could really use a haircut.",conspiratorial
"Cool. If hes elected, we could reopen by late 2021. ",Non-conspiratorial
"At this point, I think the only hope for people like myself not dying from #COVID_19 is to wait for a vaccine. ",Non-conspiratorial
Too many people either dont wear mask or dont wear it properly,Non-conspiratorial
"@WajahatAli It will be interesting to see who among them, if any, show the spine to condemn Trumps baseless attacks on the FDA as being a member of the Deep State trying to intentionally slow walk a vaccine to hurt him in November",Non-conspiratorial
@JoeBiden follow the science? Then wake up and see a shutdown would be disastrous ,conspiratorial
First live mask making tutorial on twitch starts at noon!!! Come and hang out ,Non-conspiratorial
"@Idryice @KVOA So, Biden is defeated and so it COVID as well as science? And, honestly, how much do you actually leave your house? Not much, far as I can tell. Stay home and don't wear a mask. Go out, wear a mask or get popped. Simple.",Non-conspiratorial
"I cant wait to leave my job, a man come in and took off his mask to COUGH all just to say/complain he was PROMISED almost two years ago that we would give him A specific channel and never gave it to him and screemed when i told him I would have to add 5$ to his account to get it",Non-conspiratorial
"@antoin I am actually angry at the government, and its pretty clear that a majority of people are (and rightfully so). The difference is most people arent stupid enough to show up to a facist protest where no one is wearing a mask ",Non-conspiratorial
"@TomTiffanyWI Cool! Then close the bars, get us the necessary equipment to provide testing and timely results, and tell the Sherrifs departments to enforce the mask mandate. Once we have low community spread we can safely open. But as usual you just talk.",Non-conspiratorial
@davidgura Because he was told to wear a mask?,Non-conspiratorial
".
       Using Covid-19 vaccine volunteers who also then volunteer to be infected
.",Non-conspiratorial
"Please dont mistake this tweet for me thinking that the ultimate responsibility falls at the feet of anyone but this government. But you can still at least wear a mask and keep your distance, cant you pals? ",Non-conspiratorial
@janesports One step closer to herd immunity.,Non-conspiratorial
@MsDeckerKinder @Jess5th I'm going to try to do my main read aloud outside during snack time.  That way I can take my mask off and breathe while I read.,Non-conspiratorial
"
Tony Spell church members harassed for not wearing mask outside. By a cop with an accent.

This is ridiculous. I'm not wearing a mask outside. Try and make me.",conspiratorial
@brianjwicks Followed because of wear a damn mask in bio ,Non-conspiratorial
"@RiasSerenity Honestly I love her design.

Especially that Cyclops Mask on the left.
It's cool.",Non-conspiratorial
moneybagg yo kinda cute w a mask on,Non-conspiratorial
BITCH. YOUR HAND DOES NOT COUNT AS A FUCKJNG MASK. FOR THE LOVE OF GOD,Non-conspiratorial
#HCQ works ,conspiratorial
"I asked the staff if this was common - not just one but multiple people within a few minutes ignoring the mask law, they said yes &amp; that they had been specifically instructed not to challange anyone not wearing a mask &amp; added despondently Sainsburys wouldn't back them if they did",Non-conspiratorial
Apparently a mask prevents 65% of virus transmission. So 35% still gets out. I say not wearing a mask saves us 100% from tyrannical fascist politicians trying to take out freedom away from us. I'm with the 100%.,conspiratorial
@realDonaldTrump Still with the hydroxychloroquine? This should be funny but its quite sad or angering. Still deciding ,Non-conspiratorial
@SaraCarterDC The Democrats and the media are complicit in Nazi type mass murder for lying about HCQ.,conspiratorial
Just had a confrontation with the manager at Walgreens because I was walking around with out a mask. Calmly asked her some questions. I hope I made her think about some things.,conspiratorial
@SherryKoppenha3 @ForeverFor44 @redhairlady57 @TwitterMoments You guys all have anecdotal evidence. Im a medical professional. It is ineffective. We are trialing other meds. Here are three studies ,conspiratorial
"Im not going to the movie theater until there is a safe vaccine or a way to stop the virus in its tracks, but hot damn I hope I can see the new Wonder Woman movie at a drive in. ",Non-conspiratorial
"@_InThisTogether @OffGuardian0 Say no to social distancing! This is the key! There is a multi trillion dollar market in high tech commodities to keep us apart and under surveillance with/without a vaccine, chip or not chip.  Bill Gates will benefit more off of the former than any vaccine",conspiratorial
"I hate to gate keep hiking but if you werent hiking before the pandemic please stay home I go so Im away from people but now all of a sudden this shit is poppin off. At least wear a mask, corona aint sleep just cause were outside",Non-conspiratorial
coronavirus put my mask on &amp; get my giffy,Non-conspiratorial
@danceslight @FDA_Drug_Info Thousands of people were saved from HCQ. So the FDA is killing people like democrats and the nazis. So glad thats settled!,conspiratorial
"I WILL NEVER HAVE THE VACCINE. IT CONTAINS THE RFID CHIP 
",conspiratorial
"@realDonaldTrump Dude, give it up already on the hydroxychloroquine.",Non-conspiratorial
"Got the email last night about my gym opening up, how do we feel about going back to the gym but having to wear a mask while working out? Im not sure if I should cancel my membership or not, cant tell if Im gonna die even more while working out with a mask on or not",Non-conspiratorial
Someone stole my mask I'm pissed,Non-conspiratorial
"By the time we have a vaccine, there are going to be eight million deeply traumatized people here, and I don't think the rest of the country is ready for it.",Non-conspiratorial
@DonaldJTrumpJr So lets get everyone HCQ for 2 months and get out of this Pandemic.,conspiratorial
one benefit of wearing a mask is that no one can tell i'm making shitty faces at them for not wearing a mask at the market,Non-conspiratorial
"I've seen persons exercising with mask on, I don't know how ya'll do it but I gasp for breath when I am simply walking or travelling with that on much less exercise... I wish you all the best but this girl exercising in her home without a mask.",Non-conspiratorial
"@realDonaldTrump @SteveFDA You, in your even worsening dementia, have just guaranteed Covid will be with us a long time. Your rabid supporters wont use a vaccine approved by FDA and sane people wont use one that isnt.",Non-conspiratorial
@hairymarx1 @ItCorbyn @RandallNortham @IsabelOakeshott I believe we had the highest death rate and the highest number of deaths. It was to do with our herd immunity policy. Good to hear zero covid being proposed.,Non-conspiratorial
@aanchalator Problem is even Ganapati is wearing the mask abv his nose with the nose exposed ,Non-conspiratorial
Wear the mask. And wear it properly. Please! ,Non-conspiratorial
"I will be voting in person. 
I will not be wearing a mask. 
I will demand a legitimate election. 
I will not let them steal an election. 

Said every American who loves freedom.",conspiratorial
"People got asked to wear a mask and started sharing government conspiracy theories on Facebook, I wont forget",Non-conspiratorial
"@MattFinkes What friends of mine are doing today. NE-Car Show, TX-Bike Rally, NC and SC-Beach, FL-prepping for hurricane, MN-farming as usual. Ohio- mask mandates, cant be out past 10 pm, local business suffering, restaurants 50% capacity. Ohio is a complete embarrassment!",conspiratorial
Fuck the anti-mask protestors n all but their chant is kinda fire ,Non-conspiratorial
"@realDonaldTrump @SteveFDA Re a vaccine: half the country (your supporters) wont take the vaccine when it comes because they are anti-vaxxers, and the other half of the country wont take it because they know if you had anything to do with it, its unsafe. Way to go, Sport!",Non-conspiratorial
Big Pharma at work because HCQ is inexpensive and they cant make billions selling it ,conspiratorial
I keep smiling at clients forgetting that they cant see it because Im wearing a mask ,Non-conspiratorial
"At local Wal-Mart, Mom w/ preteen daughter, refused to wear mask. Smiling, she said to girl:  ""let's touch all of the avocados and spread it (Covid?) around"". then ma encourage her daughter to touch other produce.",conspiratorial
standing in line at walmart. 1/4 not wearing mask.  out of the 3/4 left  half not wearing properly.   and no one is 6 ft apart as all 12 checkouts are full and backed up deep,Non-conspiratorial
"Fab video explaining how Covid-19 affects us.
We STILL need to be on guard.... ",Non-conspiratorial
@abkay @Rose_birdschirp @McFaul Stop bring Covid to your grands. That is your responsibility. He didn't say it and stop being ignorant. Trump 2020!,conspiratorial
"3) There is further likely lots of underreporting or deaths. We know Covid is the main contributor to excess deaths in most countries. But in some states, that is oddly much lower - likely underreporting of Covid deaths. ",Non-conspiratorial
"Trying to convey to a family member who wont stop partying, traveling, hanging out in crowds, etc.: they reason they havent gotten COVID yet is luck, not skill. And no, if you act like that you arent joining our circle, well stick with people we can trust.",Non-conspiratorial
"BOYCOTT PRICELINE AND BOOKING, AS CEOS GLENN FOLEY AND BRETT KELLER RIP OFF COVID SUFFERERS!!! ",Non-conspiratorial
"Scientific Experts Admit COVID-19 Positive Tests are Too Sensitive to Virus, Resulting in Countless False Positives ",conspiratorial
social distancing even before covid cause being in a large crowd is scary af ,Non-conspiratorial
"@mla_sudhakar @PChidambaram_IN @AmitShah @blsanthosh Please concentrate on Covid cases &amp; death rates in Bangalore.

Also Congrats for your contribution to making India to reach 2nd place today in the world ",Non-conspiratorial
A lot of progress has been made in Louisiana in the fight against COVID-19 and its on each and every one of us to keep it going. Dont let Labor Day weekend undo all of our hard work #lagov ,Non-conspiratorial
"Good to know, that my dad really is a fucking idiot thinking that Covid-19 is just the flu, but asian.. Another reason why I want to cut him out of my life asap",Non-conspiratorial
Covid-19: A bad flu season colliding with the pandemic could be overwhelming ,Non-conspiratorial
Covid-19 is Communist Totalitarian Brainwashing. ,conspiratorial
"@ItsKimJava Kim, you realize one of the comments you favorited spreads false info re COVID, from Tesla News, asserting its the same as the flu? Did I mention thats false? And dangerous?",Non-conspiratorial
BBC News - Coronavirus: Glasgow KFC branch closes after virus outbreak ,Non-conspiratorial
"they only died because they got covid

so youre saying... you dont care if people with pre-existing conditions die? thats what your saying?",Non-conspiratorial
@realDonaldTrump the the virus just because you dont hear about it the President is working every minute on it. Walter,conspiratorial
Hiltzik: Trump's push for a COVID-19 vaccine will cost lives - Los Angeles Times #COVID19 #VaccineSafety #vaccine #Trump #FDA #CDC ,Non-conspiratorial
How tf are you complaining about how you miss life before COVID and still throwing parties every weekend???,Non-conspiratorial
"A Doctor Went to His Own Employer for a COVID-19 Antibody Test. It Cost $10,984. ",Non-conspiratorial
How you gonna say you aint gettin covid with your mask only covering your mouth ,Non-conspiratorial
@Created4JAH parents wont buy their kids a trampoline because 'they might get hurt' but will send them to school where they might contract COVID ...or get dead from a school shooting...they have their priorities mixed up if you ask me.,Non-conspiratorial
@KristiNoem Covid spreaders. Shameful and clueless.,Non-conspiratorial
"@Dustin583 @DwaineSteven @RudeKara @KayleighLies @w_terrence Fake pandemic?  Are you deranged or just stupid?  180,000 dead what part of that is fake?

Show some respect for anyone who has had to deal with this virus, even the worst troll bots wouldnt go down that route JFC",Non-conspiratorial
@jenn_carro COVID tests are $0 copay with most insurance plans at any CVS Minute Clinics too. You can only schedule 3 days in advance though,Non-conspiratorial
Cant wait for elections to be over so this COVID shit can go away,conspiratorial
"@GrahamRMeadows @CeliaBrennan20 @RealDeniseWelch Definitely be pressure for people to comply,but I won't.
Why would anyone take a vaccine, for a virus that over 99.8% would survive",conspiratorial
Im a whore for some good Covid precautions,Non-conspiratorial
"Fucking hell Covid deniers are getting worse and worse. They literally haven't got an ounce of brains between them. Blame Media or governments for manipulation but with no actual motive. 

Humans are unbelievably selfish.",Non-conspiratorial
@ActionNewsJax This is what you call a killer disgrace. This country should have shut all the way down. The killer virus all over the place. We need a real leader,Non-conspiratorial
"@sendboyle Can you get your head around protecting workers in food production plants etc? It would be a great help in fighting a deadly virus and help with peoples mental health. Oh sorry, your boss voted against improving workers conditions, after he woke up from his nap of course.",Non-conspiratorial
"@randomyoko The virus keeps spreading where masks aren't worn, where masks are worn voluntarily, and where masks are made compulsory. All three of them. The idea that we can STOP it should be self-evidently ludicrous, but those issuing commands seemingly believe they can if they try harder.",conspiratorial
"@JoeBiden Covid-19 is fading away, the left are running out of things to blame the president. Now with this BS. President Trump always have a great relationship with our military, and the left are envious about that. I call it BS!",conspiratorial
We coulda sent everyone a check for $600/week for 2 mos to stay home until the virus was gone. It would have cost a 1/4 of what the gov is spending on COVID. Politicians would rather see you suffer from disease and debt and be grateful for crumbs later than have you thrive.,Non-conspiratorial
Noon update to dashboard today: Yesterday 83 confirmed cases of COVID-19 in Monroe County. ,Non-conspiratorial
"Oklahoma reports 1,147 new confirmed COVID-19 cases today. The 7-day average of daily cases rises to 833. Four new deaths are reported. Oklahoma's death toll during the pandemic is 850. 

 ",Non-conspiratorial
#CCP unleash the deadly biological weapon CCP virus to the world. This is part of the unrestricted warfare from CCP with the purpose of ruling the world by 2050.  War Room: Pandemic Ep 371 via @YouTube,conspiratorial
"I love how @espn pretends this is any old Saturday with a few less games... While the virus tears through campuses with leaders pretending it's any old semester

And no one calls out the president's neglect. Let's see who's having fun in 2 weeks when we're back in July

@nytimes",Non-conspiratorial
"#FireJeromePowell
Insane FED Chief Jerome Powell Now Claims to Be a COVID Expert - Lectures on Wearing Masks to Ensure an Economic Recovery via @gatewaypundit",conspiratorial
"A nursing home in Vandalia is reporting a total of 52 positive COVID-19 cases at the facility, including 27 residents and 25 staff members as of Friday. Another round of testing is awaiting results.

",Non-conspiratorial
September 5: 14-day average positivity rate for COVID-19 in Woodbury County remains at 11.6% ,Non-conspiratorial
"@axios I saw this and thought ""out of how many"". Then I went to Google and found that there are around 700k. 190 into 700k = .0002714%

So basically the same rate as China virus.",conspiratorial
Anti-vax thinking could very well break into mainstream from a presidential campaign that is also campaigning heavily essentially on the very virus the vaccine is meant for ,Non-conspiratorial
"My prayers go up to the doctors right now, the psychological, physical and mental struggle of having to deal with covid patients everyday while trying not to catch it would be too much for me",Non-conspiratorial
"Truth 3 - His inexperience for sure has reflected in the handling of the covid situation in Maha, but he can only be made accountable for the delta with the other states.",Non-conspiratorial
"@trish_regan More than 5,500 people have died with Covid-19 in this country of just 10 million. It is one of the highest death rates relative to population size in Europe, and by far the worst among the Nordic nations. Unlike Sweden, the rest all chose to lock down early in the pandemic.",Non-conspiratorial
"@ResisterChic @realDonaldTrump Covid=Flu
Both worst when you have another illness!
Build your Immune!
But when you have it, take VIT C, hydroxychloroquine+zinc &amp; you'll be fine!
Many ppl that I know use them &amp; they are okay now.

We've closed for the Virus that is not worst than Flu
",conspiratorial
This is why we cant stop #COVID19 in America. Ignorance levels are so high. People will believe conspiracy theories over FACTS - mostly #GOP of course since the president doesnt believe in facts either. Sheep Baaaaa #COVIDIOTS #ContactTracing  ,Non-conspiratorial
"@SandraWors3 @talkRADIO @mrmarkdolan Sandra, covid-19 can cause mass organ failure, not just a ""runny nose.""",Non-conspiratorial
"@littilnoahking0 Professional Teams with unlimited $$$ cant keep their athletes from spreading the virus.  How are struggling school districts going to be able to do so?

What are these lessons that are only taught during HS Sports? Can they not be found elsewhere in life?",Non-conspiratorial
"Feel like it's going to be a non stop battle of arseholes flaunting COVID-19 rules, spikes, local lockdowns etc. until a vaccine is readily available and we can return to normal life. At which point said arseholes will vocalise that ""see there was never anything to worry about.""",Non-conspiratorial
"
There are now 112 active cases in New Zealand, with one of the previously reported cases now recovered.

Not long ago, New Zealand discharged their last case of #COVID19. They are ready for another wave, we may not be so lucky!
#AbLeg ",Non-conspiratorial
I bet that none of these people will refuse NHS treatment if they contract Covid though  ,Non-conspiratorial
"Minnesota health officials report 924 new COVID-19 cases, 4 more deaths Saturday  ",Non-conspiratorial
"Congrats #India We are the Second Highest Corona Affected Country After USA Now, soon we will cross it too. Big Accomplishment of Modi Government. What happens if we Have Lowest GDP, We are higheat in Covid Cases. 
#__ #CoronavirusVaccine #COVID19 #haramkhor ",Non-conspiratorial
"I now have a Sore Throat.

Knowing my luck I'll probably test positive for COVID-19.

God I hate my life.",Non-conspiratorial
"Covid DEATH and cases will get WORSE NOT better as trump lies!

Then again, trump is NOT credible about anything, even something as trivial as crowd sizes!

Controversial Forecast Of COVID-19 Death Toll Worldwide : Goats and Soda : NPR ",Non-conspiratorial
"This holiday is another test of human behavior. We have a chance to change the course of this virus, or lose another few months like we did over the July 4th week. The same people who refuse take Covid seriously are the same people who dont put the cart back in the parking lot",Non-conspiratorial
FACT: The virus is killed using a method such as heat or formaldehyde #KillTheCOVID #MaskUpAmerica,Non-conspiratorial
Not good enough. Concentration is on the CCP SCAMDEMIC Instead of real health issues instead of politics directed by the corrupt United Nations &amp; CHINA ,conspiratorial
"India's Covid-19 recoveries cross 31L, case fatality rate drops to 1.73%
via NaMo App ",Non-conspiratorial
"Not only second wave of covid-19 but also third wave, which is gonna hit India before December 2020 by conducting exams #JEEFailedPostponeNEET right now the @BJP4India only needs money, and don't talk about SOP's its a matter of joke only followed on cameras. @Swamy39 @anubha1812",Non-conspiratorial
@stephrstephr @ashishkjha Wow. Thanks. I know that this stuff is super complex. I wouldn't  have thought that we knew enough about the virus at this point to develop a vaccine.,Non-conspiratorial
"Seriously what the HELL is going on?!?   They were shipping test kits for a virus that wasn't even around until 2019 back in 2017????
",conspiratorial
